HS Code,Description,SU,ID,VAT,LVY,EXC,DOV
0307420000,"Live, fresh or chilled cuttle fish and squid.",KG,20,,,,14/04/2020
0307430000,Frozen Cuttle fish and squid,KG,20,,,,14/04/2020
0307490000,"Other Cuttle fish and squid, Excl. frozen, live, fresh or chilled",KG,20,,,,14/04/2020
0307510000,"Live, fresh or chilled Octopus (Octopus spp.)",KG,20,,,,14/04/2020
0307520000,Frozen Octopus (Octopus spp.),KG,20,,,,14/04/2020
0307590000,"Other Octopus (Octopus spp.) Excl. frozen, live, fresh or chilled",KG,20,,,,14/04/2020
0307600000,"live, fresh, chilled, frozen, dried, salted or in brine Snails, other than sea snails",KG,20,,,,14/04/2020
0307710000,"Live, fresh or chilled Clams, cockles and ark shells.",KG,20,,,,14/04/2020
0307720000,"Frozen Clams, cockles and ark shells",KG,20,,,,14/04/2020
0307790000,"Other Clams, cockles and ark shells Excl. frozen, live, fresh or chilled",KG,20,,,,14/04/2020
0307810000,"Live, fresh or chilled Abalone (Haliotis spp.)",KG,20,,,,14/04/2020
0307820000,"Live, fresh or chilled stromboid conchs (Strombus spp)",KG,20,,,,14/04/2020
0307830000,Frozen abalone (Haliotis spp),KG,20,,,,14/04/2020
0307840000,Frozen stromboid conchs (Strombus spp),KG,20,,,,14/04/2020
0307870000,Other abalone (Haliotis spp),KG,20,,,,14/04/2020
0307880000,Other stromboid conchs (Stromboid spp),KG,20,,,,14/04/2020
0307910000,"Other Live, fresh or chilled Molluscs not elsewhere specified fit for human consumption.",KG,20,,,,14/04/2020
0307920000,"Other frozen Molluscs, not elsewhere specified in this heading fit for human consumption",KG,20,,,,14/04/2020
0307990000,"Other dried, salted or in brine;incl flours. meals and pellets fit for human consumption",KG,20,,,,14/04/2020
0308110000,"Live, fresh or chilled Sea cucumbers (Stichopus japonicus, Holothurioidea)",KG,20,,,,14/04/2020
0308120000,"Frozen Sea cucumbers (Stichopus japonicus, Holothurioidea)",KG,20,,,,14/04/2020
0308190000,"Other, dried, salted or in brine Sea cucumbers (Stichopus japonicus, Holothurioidea) fit",KG,20,,,,14/04/2020
0308210000,"Live, fresh or chilled Sea urchins (Strongylocentrotus spp., Paracentrotus lividus,....)",KG,20,,,,14/04/2020
0308220000,"Frozen Sea urchins (Strongylocentrotus spp., Paracentrotus lividus...)",KG,20,,,,14/04/2020
0308290000,"Other Sea urchins (Strongylocentrotus spp., Paracentrotus lividus....)",KG,20,,,,14/04/2020
0308300000,"Live, fresh or chilled Jellyfish (Rhopilema spp.)",KG,20,,,,14/04/2020
0308900000,"Frozen, dried, salted or in brine Jellyfish (Rhopilema spp.)",KG,20,,,,14/04/2020
0309100000,- Of fish,KG,10,,,,05/01/2022
0309901000,-- Of crustaceans,KG,10,,,,05/01/2022
0309909000,-- Other,KG,10,,,,05/01/2022
0401100000,"Milk and cream, not concentrated and sugarless of a fat content, by weight,= < 1 %",KG,20,0,,,21/06/2020
0401200000,"Milk and cream, not concentrated and sugarless of a fat content, by weight, >= 1 % < 6 %",KG,20,0,,,21/06/2020
0401400000,"Milk and cream, not concentrated and sugarlessof a fat content, by weight, > 6 % <10 %",KG,20,0,,,21/06/2020
0401500000,"Milk and cream, not concentrated and sugarlessof a fat content, by weight, <=10 %",KG,20,0,,,21/06/2020
0402101000,"Milk/cream, conc. containing sugar/sweetening matter; solid, <= 1.5 %fat content, >25 kg",KG,5,0,,,21/06/2020
0402102100,sweetened solid Milk/cream concentrate; <= 1.5 % fat content for pharmaceuticals,KG,5,0,,,21/06/2020
0402102900,sweetened solid Milk/cream concentrate; <= 1.5 % fat content not for pharmaceuticals,KG,10,0,,,01/04/2022
0402211000,"non sweetened solid Milk/cream concentrate; > 1.5 %fat content,>25 kg",KG,5,0,,,21/06/2020
0402212100,Non sweetened solid Milk/cream concentrate; > 1.5 % fat content for pharmaceuticals,KG,5,0,,,21/06/2020
0402212900,Non sweetened solid Milk/cream concentrate; > 1.5 % fat content not for pharmaceuticals,KG,10,0,,,01/04/2022
0402291000,sweetened solid Milk/cream concentrate; > 1.5 % fat content In packings >25 kg,KG,5,0,,,21/06/2020
0402292100,sweetened solid Milk/cream concentrate; <= 1.5 % fat content for phamaceuticals,KG,5,0,,,21/06/2020
0402292900,sweetened solid Milk/cream concentrate; <= 1.5 % fat content not for phamaceuticals,KG,10,0,,,01/04/2022
0402911000,liquid milk/cream In packings of 25 kg or more,KG,10,0,,,21/06/2020
0402912000,liquid milk/cream In packings of less than 25 kg,KG,20,0,,,21/06/2020
0402990000,Other liquid milk containing sweetened,KG,20,0,,,21/06/2020
0403201000,"--  Plain, not containing fruit or cocoa",KG,35,7.5,,,05/01/2022
0403202000,--  Containing fruit but not containing cocoa,KG,35,7.5,,,05/01/2022
0403203000,--  Containing cocoa but not containing fruit,KG,35,7.5,,,05/01/2022
0403209000,--  Other,KG,35,7.5,,,05/01/2022
0403901100,Buttermilk; In powder form,KG,5,7.5,,,14/04/2020
0403901900,"Buttermil;, not in powdered form",KG,5,7.5,,,14/04/2020
0403909100,"Curdled milk and cream, kephir and other fermented or acidified milk (in powder form)",KG,10,7.5,,,01/04/2022
0403909900,"Curdled milk and cream, kephir and other fermented or acidified milk (not in powder)",KG,20,7.5,,,01/04/2022
0404100000,Whey and modified whey.,KG,5,,,,21/01/2022
0404900000,Natural milk;concentrated not elsewhere specified.,KG,20,0,,,01/04/2022
0405100000,Butter,KG,20,7.5,,,14/04/2020
0405200000,Dairy spreads,KG,20,7.5,,,14/04/2020
0405901000,Butterfat and butteroil,KG,5,,,,21/01/2022
0405909000,"Other fats and oils derived from milk excluding dairy spread, Butterfat and butteroil.",KG,20,7.5,,,14/04/2020
0406100000,"Fresh (unripened or uncured) cheese, including whey cheese and curd",KG,20,7.5,,,14/04/2020
0406200000,"Grated or powdered cheese, of all kinds",KG,20,7.5,,,14/04/2020
0406300000,"Processed cheese, not grated or powdered",KG,20,7.5,,,14/04/2020
0406400000,Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,KG,20,7.5,,,14/04/2020
0406900000,curds,KG,20,7.5,,,14/04/2020
0407110000,fetilised eggs of fowls of the species Gallus domesticus,KG,5,7.5,,,14/04/2020
0407190000,fertilised eggs of birds excluding fowls of the species Gallus domesticus,KG,5,7.5,,,14/04/2020
0407210000,Non fertilised eggs of of the species Gallus domesticus,KG,35,0,,,21/06/2020
0407290000,Non fertilised eggs of birds excluding fowls of the species Gallus domesticus,KG,35,7.5,,,14/04/2020
0407900000,Others birds egg not specified.,KG,35,7.5,,,14/04/2020
0408110000,Dried egg yolks,KG,20,7.5,,,14/04/2020
0408190000,Egg yolks (not dried),KG,20,7.5,,,14/04/2020
0408910000,Non yolk part of eggs; Dried,KG,20,7.5,,,14/04/2020
0408990000,Non yolk part of eggs;(excl. dried),KG,20,7.5,,,14/04/2020
0409000000,Natural honey.,KG,20,0,,,21/06/2020
0410100000,- Insects,KG,20,,,,05/01/2022
0410900000,- Other,KG,20,,,,05/01/2022
0501000000,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",KG,5,7.5,,,14/04/2020
0502100000,"Pigs', hogs' or boars' bristles and hair and waste thereof",KG,5,7.5,,,14/04/2020
0502900000,Other bristles and hair; and waste of such bristles or hair,KG,5,7.5,,,14/04/2020
0504000000,"Guts, bladders and stomachs of animals, fresh,preserved in any way.",KG,5,0,,,21/06/2020
0505100000,Feathers of a kind used for stuffing; down,KG,5,7.5,,,14/04/2020
0505900000,Other parts of birds treated for preservation or disinfected,KG,5,7.5,,,14/04/2020
0506100000,Ossein and bones treated with acid,KG,5,7.5,,,14/04/2020
0506900000,Other bones and horn cores treated with acid or degelatinised;powder & waste of products,KG,5,7.5,,,14/04/2020
0507101000,Elephant tusks,KG,5,7.5,,,14/04/2020
0507109000,Other forms of ivory excluding tusks,KG,5,7.5,,,14/04/2020
0507900000,"tortoise and whales exoskeleton, not cut to shape; powder and waste of these products.",KG,5,7.5,,,14/04/2020
0508000000,"Coral, shells of molluscs, crustaceans or the kind, not cut to shape; waste thereof.",KG,5,7.5,,,14/04/2020
0510000000,"Animal products used in pharmaceutical products, fresh, chilled, frozen or preserved.",KG,5,7.5,,,14/04/2020
0511100000,Bovine semen,,5,7.5,,,12/02/2020
0511910000,Products of aquatic invertebrates; dead animals of Chapter 3,KG,5,7.5,,,14/04/2020
0511990000,"Other animal products not elsewhere specified, unfit for human consumption",KG,5,7.5,,,14/04/2020
0601100000,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",U,5,7.5,,,12/02/2020
0601200000,"tuberous roots, corms, crowns and rhizomes, chicory plants and roots",U,5,7.5,,,12/02/2020
0602100000,Unrooted cuttings and slips,U,5,7.5,,,12/02/2020
0602200000,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",U,5,7.5,,,12/02/2020
0602300000,"Rhododendrons and azaleas, grafted or not",U,5,7.5,,,12/02/2020
0602400000,"Roses, grafted or not",U,5,7.5,,,12/02/2020
0602900000,"Other live plants (including their roots), cuttings and slips; mushroom spawn",KG,5,7.5,,,14/04/2020
0603110000,Roses,KG,20,7.5,,,14/04/2020
0603120000,Carnations,KG,20,7.5,,,14/04/2020
0603130000,Orchids,KG,20,7.5,,,14/04/2020
0603140000,Chrysanthemums,KG,20,7.5,,,14/04/2020
0603150000,Lilies (Lilium spp.),KG,20,7.5,,,14/04/2020
0603190000,Other fresh cut flowers and flower buds,KG,20,7.5,,,14/04/2020
0603900000,"Other cut flowers & flower buds of kind suitable ornamental purposes fresh,dried,dyed",KG,20,7.5,,,14/04/2020
0604200000,Fresh,KG,20,7.5,,,14/04/2020
0604900000,"Other, not fresh",KG,20,7.5,,,14/04/2020
0701100000,Seed,KG,5,,,,14/04/2020
0701900000,Other fresh or chilled potatoes or seed,KG,35,,,,14/04/2020
0702000000,"Tomatoes, fresh or chilled.",KG,20,,,,14/04/2020
0703100000,Onions and shallots,KG,35,,,,14/04/2020
0703200000,Garlic,KG,20,,,,14/04/2020
0703900000,Leeks and other alliaceous vegetables,KG,20,,,,14/04/2020
0704100000,Cauliflowers and headed broccoli,KG,20,,,,14/04/2020
0704200000,Brussels sprouts,KG,20,,,,14/04/2020
0704900000,"Other cabbages, cauliflowers, kohirabi, kale & simila edible brassicas, fresh or chilled",KG,20,,,,14/04/2020
0705110000,Cabbage lettuce (head lettuce),KG,20,,,,14/04/2020
0705190000,"Other lettuce, fresh or chilled",KG,20,,,,14/04/2020
0705210000,Witloof chicory (Cichorium intybus var. foliosum),KG,20,,,,14/04/2020
0705290000,"Other chicory, fresh or chilled",KG,20,,,,14/04/2020
0706100000,Carrots and turnips,KG,20,,,,14/04/2020
0706900000,"Other similar edible roots, fresh or chilled",KG,20,,,,14/04/2020
0707000000,"Cucumbers and gherkins, fresh or chilled.",KG,20,,,,14/04/2020
0708100000,Peas (Pisum sativum),KG,20,,,,14/04/2020
0708200000,"Beans (Vigna spp., Phaseolus spp.)",KG,20,,,,14/04/2020
0708900000,Other leguminous vegetables,KG,20,,,,14/04/2020
0709200000,Asparagus,KG,20,,,,14/04/2020
0709300000,Aubergines (eggplants),KG,20,,,,14/04/2020
0709400000,Celery other than celeriac,KG,20,,,,14/04/2020
0709510000,Mushrooms of the genus Agaricus,KG,20,,,,14/04/2020
0709520000,-- Mushrooms of the genus Boletus,KG,20,0,,,05/01/2022
0709530000,--   Mushrooms of the genus Cantharellus,KG,20,,,,05/01/2022
0709540000,--   Shiitake (Lentinus edodes),KG,20,,,,05/01/2022
0709550000,"--   Matsutake (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum,",KG,20,,,,05/01/2022
0709560000,--   Truffles (Tuber spp.),KG,20,,,,05/01/2022
0709590000,"Other mushrooms and truffles, fresh or chilled",KG,20,,,,14/04/2020
0709600000,Fruits of the genus Capsicum or of the genus Pimenta,KG,20,,,,14/04/2020
0709700000,"Spinach, New Zealand spinach and orache spinach (garden spinach)",KG,20,,,,14/04/2020
0709910000,Globe artichokes,KG,20,,,,14/04/2020
0709920000,Olives,KG,20,,,,14/04/2020
0709930000,"Pumpkins, squash and gourds (Cucurbita spp.)",KG,20,,,,14/04/2020
0709991000,Sweet corn,KG,20,,,,14/04/2020
0709999000,"Other vegetables, fresh or chilled not specified or included.",KG,20,,,,14/04/2020
0710100000,Potatoes,KG,35,,,,14/04/2020
0710210000,Peas (Pisum sativum),KG,20,,,,14/04/2020
0710220000,"Beans (Vigna spp., Phaseolus spp.)",KG,20,,,,14/04/2020
0710290000,"Other leguminous vegetables, shelled or unshelled",KG,20,,,,14/04/2020
0710300000,"Spinach, New Zealand spinach and orache spinach (garden spinach)",KG,20,,,,14/04/2020
0710400000,Sweet corn,KG,20,,,,14/04/2020
0710800000,Other vegetables,KG,20,,,,14/04/2020
0710900000,Mixtures of vegetables,KG,20,,,,14/04/2020
0711200000,Olives,KG,20,,,,14/04/2020
0711400000,Cucumbers and gherkins,KG,20,,,,14/04/2020
0711510000,Mushrooms of the genus Agaricus,KG,20,,,,14/04/2020
0711590000,Other mushrooms and truffles,KG,20,,,,14/04/2020
0711900000,Other vegetables; mixtures of vegetables,KG,20,,,,14/04/2020
0712200000,Onions,KG,20,,,,14/04/2020
0712310000,Mushrooms of the genus Agaricus,KG,20,,,,14/04/2020
0712320000,Wood ears (Auricularia spp.),KG,20,,,,14/04/2020
0712330000,Jelly fungi (Tremella spp.),KG,20,,,,14/04/2020
0712340000,--   Shiitake (Lentinus edodes),KG,20,,,,05/01/2022
0712390000,"Other mushrooms, woodears,jelly fungi & truffles whole, cut, sliced, broken or in powder",KG,20,,,,14/04/2020
0712900000,Other vegetables; mixtures of vegetables,KG,20,,,,14/04/2020
0713101000,Peas (Pisum sativum) Seeds,KG,5,,,,14/04/2020
0713109000,Other peas not specified.,KG,20,,,,14/04/2020
0713201000,Chickpeas (garbanzos) Seeds,KG,5,,,,14/04/2020
0713209000,Other chickpeas not specified.,KG,20,,,,14/04/2020
0713311000,Seeds of Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek:,KG,5,,,,14/04/2020
0713319000,"Beans of the species Vigna mungo, Hepper or Vigna radiata, Wilczek(excluding seedss)",KG,20,,,,14/04/2020
0713321000,Small red (Adzuki) beans (Phaseolus or Vigna angularis) Seeds,KG,5,,,,14/04/2020
0713329000,Small red (Adzuki) beans (Phaseolus or Vigna angularis)(excluding seedss),KG,20,,,,14/04/2020
0713331000,"Seeds of Kidney beans, including white pea beans",KG,5,,,,14/04/2020
0713339000,"Kidney beans, including white pea beans (excluding seedss)",KG,20,,,,14/04/2020
0713341000,Seeds of Bambara beans (Vigna subterranea or Voandzeia subterranea):,KG,5,,,,14/04/2020
0713349000,Other Bambara beans (Vigna subterranea or Voandzeia subterranea):(excluding seedss),KG,20,,,,14/04/2020
0713351000,Seeds of Cow peas (Vigna unguiculata),KG,5,,,,14/04/2020
0713359000,Other Cow peas (Vigna unguiculata) (excluding seedss),KG,20,,,,14/04/2020
0713390000,Other: beans not specified.,KG,20,,,,14/04/2020
0713401000,Seeds of Lentils,KG,5,,,,14/04/2020
0713409000,Other lentils not specified.,KG,20,,,,14/04/2020
0713501000,Seeds of Broad beans and horse beans,KG,5,,,,14/04/2020
0713509000,Other broad beans not specified.,KG,20,,,,14/04/2020
0713601000,Seeds of Pigeon peas (Cajanus cajan),KG,5,,,,14/04/2020
0713609000,Other pigeon peas not specified.,KG,20,,,,14/04/2020
0713900000,Dried leguminous not specified.,KG,20,,,,14/04/2020
0714100000,Manioc (cassava),KG,20,,15,,14/04/2020
0714200000,Sweet potatoes,KG,20,,,,14/04/2020
0714300000,Yams (Dioscorea spp.),KG,20,,,,14/04/2020
0714400000,Taro (Colocasia spp.),KG,20,,,,14/04/2020
0714500000,Yautia (Xanthosoma spp.),KG,20,,,,14/04/2020
0714900000,Other roots and tubers Not specified or included in this heading,KG,20,,,,14/04/2020
0801110000,Desiccated Coconuts,KG,20,0,,,21/06/2020
0801120000,Coconuts In the inner shell (endocarp),KG,20,0,,,21/06/2020
0801190000,"Other coconuts, fresh or dried, whether or not shelled or peeled",KG,20,0,,,21/06/2020
0801210000,Brazil nuts In shell,KG,20,0,,,21/06/2020
0801220000,Brazil nuts Shelled,KG,20,0,,,21/06/2020
0801310000,Cashew nuts In shell,KG,20,0,,,21/06/2020
0801320000,Cashew nuts Shelled,KG,20,0,,,21/06/2020
0802110000,Almonds In shell,KG,20,0,,,21/06/2020
0802120000,Almonds Shelled,KG,20,0,,,21/06/2020
0802210000,Almonds In shell,KG,20,0,,,21/06/2020
0802220000,Almonds Shelled,KG,20,0,,,21/06/2020
0802310000,Walnuts In shell,KG,20,0,,,21/06/2020
0802320000,Walnuts Shelled,KG,20,0,,,21/06/2020
0802410000,Chestnuts (Castanea spp.) In shell,KG,20,0,,,21/06/2020
0802420000,Chestnuts (Castanea spp.) Shelled,KG,20,0,,,21/06/2020
0802510000,Pistachios In shell,KG,20,0,,,21/06/2020
0802520000,Pistachios Shelled,KG,20,0,,,21/06/2020
0802610000,Macadamia nuts In shell,KG,20,0,,,21/06/2020
0802620000,Macadamia nuts Shelled,KG,20,0,,,21/06/2020
0802700000,Kola nuts (Cola spp.),KG,20,0,,,21/06/2020
0802800000,Areca nuts,KG,20,0,,,21/06/2020
0802910000,"Pine nuts, shelled",KG,20,,,,05/01/2022
0802920000,"--  Pine nuts, shelled",KG,20,,,,05/01/2022
0802990000,--  Other,KG,,,,,05/01/2022
0803101000,Fresh Plantains,KG,20,,,,14/04/2020
0803102000,Dried Plantains,KG,20,,,,14/04/2020
0803901000,Other Fresh Bananas excluding plantain,KG,20,,,,14/04/2020
0803902000,Other dried Bananas excluding plantain,KG,20,,,,14/04/2020
0804100000,Dates fresh or dried,KG,5,,,,14/04/2020
0804200000,Figs fresh or dried,KG,20,,,,14/04/2020
0804300000,Pineapples fresh or dried,KG,20,,,,14/04/2020
0804400000,Avocados fresh or dried,KG,20,,,,14/04/2020
0804501000,Mangoes fresh or dried,KG,20,,,,14/04/2020
0804509000,"Guavas and mangosteens, fresh or dried.",KG,20,,,,14/04/2020
0805100000,Oranges fresh or dried,KG,20,,,,14/04/2020
0805210000,Mandarins (including tangerines and satsumas),KG,20,,,,14/04/2020
0805220000,Clementines,KG,20,,,,14/04/2020
0805290000,Other; wilkings and similar citrus hybrids,KG,20,,,,14/04/2020
0805400000,"Grapefruit, including pomelos",KG,20,,,,14/04/2020
0805500000,Lemons and limes fresh or dried.,KG,20,,,,14/04/2020
0805900000,"Other citrus fruit, fresh or dried",KG,20,,,,14/04/2020
0806100000,Fresh grape,KG,20,,,,14/04/2020
0806200000,Dried grape,KG,20,,,,14/04/2020
0807110000,Watermelons,KG,20,,,,14/04/2020
0807190000,Other melons excluding watermelons,KG,20,,,,14/04/2020
0807200000,Papaws (papayas),KG,20,,,,14/04/2020
0808100000,Apples,KG,20,,,,14/04/2020
0808300000,Pears,KG,20,,,,14/04/2020
0808400000,Quinces,KG,20,,,,14/04/2020
0809100000,Apricots,KG,20,,,,14/04/2020
0809210000,Sour cherries (Prunus cerasus),KG,20,,,,14/04/2020
0809290000,"Other Cherries, excluding sour cherries",KG,20,,,,14/04/2020
0809300000,"Peaches, including nectarines",KG,20,,,,14/04/2020
0809400000,Plums and sloes,KG,20,,,,14/04/2020
0810100000,fresh Strawberries,KG,20,,,,14/04/2020
0810200000,"fresh Raspberries, blackberries, mulberries and loganberries",KG,20,,,,14/04/2020
0810300000,"fresh Black, white or red currants and gooseberries",KG,20,,,,14/04/2020
0810400000,"fresh Cranberries, bilberries and other fruits of the genus Vaccinium",KG,20,,,,14/04/2020
0810500000,fresh Kiwifruit,KG,20,,,,14/04/2020
0810600000,fresh Durians,KG,20,,,,14/04/2020
